Id,Sales_Price__c,Sales_Transport__c,Sales_Tonnage_charge_thereafter__c
8028e000009AgDqAAK,1817.8999999999999,,
8028e000009EprJAAS,231.28,,
802Sj0000002zYrIAI,203.84,,
802Sj0000002zYsIAI,145.04,,
802Sj00000039efIAA,206.3782,,
802Sj00000039egIAA,206.3782,,
802Sj0000006nqrIAA,442.96,,147.0
802Sj0000006oa1IAA,451.8192,,149.94
802Sj0000007T6wIAE,24.5,,
802Sj000000De66IAC,337.8648,,
802Sj000000IuRxIAK,276.8304,,
802Sj000000Pj1zIAC,229.908,,
802Sj000000PlDRIA0,196.0,,
802Sj000000QjUXIA0,233.9064,,73.9704
802Sj000000bYE1IAM,254.79999999999998,,
802Sj000000bYE2IAM,1.323,,
802Sj000000eWqnIAE,527.7887999999999,,170.93159999999997
802Sj000000eWqoIAE,685.02,,167.57999999999998
802Sj000000jxaDIAQ,229.32,,72.52
802Sj000000kONVIA2,445.9,,147.0
802Sj000000ldfRIAQ,669.0165999999999,,167.2566
802Sj000000nUUnIAM,1009.596,,
802Sj000000nUUoIAM,161.7,,
802Sj000000nVnRIAU,544.88,,
802Sj000000sildIAA,411.59999999999997,,
802Sj000000yACbIAM,327.8688,,
802Sj0000016dirIAA,341.04,,
802Sj0000017mqXIAQ,715.4,,
802Sj0000017mqYIAQ,259.7,,
802Sj0000019cDdIAI,419.832,,134.946
802Sj000001PcWAIA0,367.5,,
802Sj000001PeBTIA0,367.5,,
802Sj000001PaiuIAC,325.066,,
802Sj000001PaivIAC,259.7,,
802Sj000001TIlmIAG,479.808,,159.93599999999998
802Sj000001WQgQIAW,250.6154,,
802Sj000001tPGXIA2,254.79999999999998,,
802Sj0000024jiAIAQ,382.2,,
802Sj0000025a8QIAQ,186.2,,
802Sj0000025a8RIAQ,200.9,,
802Sj0000025a8SIAQ,117.6,,
802Sj0000025a8TIAQ,68.6,,
802Sj0000026QMrIAM,340.795,,
802Sj000002AUyDIAW,377.3,,
802Sj000002AUyEIAW,53.9,,
802Sj000002AUyFIAW,119.56,,
802Sj000002N6pyIAC,435.169,,141.56099999999998
802Sj000002OirZIAS,453.25,,151.9
802Sj000002QOC2IAO,245.0,,
802Sj000002VNlbIAG,450.8,,151.9
802Sj000002VNlcIAG,431.2,,
802Sj000002WtgBIAS,377.496,,
802Sj000002dDicIAE,279.3,,
802Sj000002h6XGIAY,230.29999999999998,,88.2
802Sj000002ylvmIAA,44.1,,
802Sj000002ylvnIAA,225.4,,
802Sj000003F8gJIAS,39.2,,
802Sj000003F8gKIAS,171.5,,
802Sj000003RSmUIAW,272.63599999999997,,
802Sj000003xsHCIAY,671.1039999999999,,167.77599999999998
802Sj0000043BHZIA2,356.524,,
802Sj0000043LVSIA2,335.55199999999996,,
802Sj0000047FxhIAE,503.32800000000003,,167.77599999999998
802Sj000004BaM1IAK,304.094,,
802Sj000004BkV3IAK,509.59999999999997,,186.2
802Sj000004Bjp8IAC,272.63599999999997,,
802Sj000004Ha3BIAS,555.758,,
802Sj000004NP9wIAG,41.943999999999996,,
802Sj000004NP9xIAG,183.505,,
802Sj000004NP9yIAG,256.907,,
802Sj000004R6a7IAC,629.16,,
802Sj000004XFFhIAO,477.113,,
802Sj000004XLjJIAW,419.44,,
802Sj000004aINVIA2,235.935,,
802Sj000004fqpxIAA,377.496,,
802Sj000004fbhKIAQ,178.262,,
802Sj000004fbhLIAQ,73.402,,
802Sj000004kTkfIAE,473.9672,,
802Sj000004lUTOIA2,304.094,,
802Sj000004vDHZIA2,398.468,,
802Sj000004wWZxIAM,83.3637,,83.3637
802Sj0000050TVNIA2,204.477,,
802Sj0000050TVOIA2,73.402,,
802Sj000005VH3MIAW,309.337,,
802Sj000005XNcWIAW,314.58,,
802Sj000005kdMsIAI,272.63599999999997,,
802Sj000005kdMtIAI,314.58,,
802Sj000005kdMuIAI,393.22499999999997,,
802Sj000005kdMvIAI,676.347,,
802Sj000005mvtzIAA,131.075,,
802Sj000005mvu0IAA,293.608,,
802Sj000005vdo9IAA,288.365,,
802Sj000005vdoAIAQ,57.673,,
802Sj000005vdoBIAQ,127.9292,,
802Sj000005vySnIAI,333.2,,
802Sj000005w5R3IAI,83.88799999999999,,83.88799999999999
802Sj000005w6tNIAQ,83.3637,,83.3637
802Sj0000066hmnIAA,267.39300000000003,,
802Sj0000068CwbIAE,319.82300000000004,,
802Sj000006A9D3IAK,435.169,,141.56099999999998
802Sj000006Pe3gIAC,608.188,,
802Sj000006Pct4IAC,314.58,,
802Sj000006Pct5IAC,508.571,,173.019
802Sj000006Pct6IAC,602.9449999999999,,
802Sj000006h2hSIAQ,199.234,,
802Sj000006h2hTIAQ,127.9292,,
802Sj000006h2hUIAQ,73.402,,
802Sj000006h0uJIAQ,199.234,,
802Sj000006h0uKIAQ,127.9292,,
802Sj000006h0uLIAQ,73.402,,
802Sj000006h32PIAQ,127.9292,,
802Sj000006h32QIAQ,73.402,,
802Sj000006h32RIAQ,199.234,,
802Sj000006glonIAA,127.9292,,
802Sj000006glooIAA,73.402,,
802Sj000006glopIAA,199.234,,
802Sj000006h4GDIAY,199.234,,
802Sj000006h4GEIAY,127.9292,,
802Sj000006h4GFIAY,73.402,,
802Sj000006jOHFIA2,608.188,,148.9012
802Sj000006jOHGIA2,358.6212,,90.1796
802Sj000006mLedIAE,0.0,,
802Sj000006mLeeIAE,0.0,,
802Sj000006mLefIAE,0.0,,
802Sj000006nfzWIAQ,657.4721999999999,,164.6302
802Sj000006w30UIAQ,83.88799999999999,,83.88799999999999
802Sj000006wALKIA2,473.9672,,
802Sj000006yBgHIAU,173.019,,
802Sj0000070yplIAA,387.98199999999997,,
802Sj0000070ypmIAA,387.98199999999997,,
802Sj0000072K6fIAE,508.571,,167.77599999999998
802Sj0000072K6gIAE,0.0,173.019,
802Sj0000072S4DIAU,102.89999999999999,,
802Sj0000072S4EIAU,235.2,,
802Sj0000072LiiIAE,102.89999999999999,,
802Sj0000072LijIAE,235.2,,
802Sj0000072SPBIA2,112.7,,
802Sj0000072SPCIA2,256.76,,
802Sj0000072SSPIA2,112.7,,
802Sj0000072SSQIA2,235.2,,
802Sj0000072SU1IAM,102.89999999999999,,
802Sj0000072SU2IAM,235.2,,
802Sj0000072OtSIAU,102.89999999999999,,
802Sj0000072OtTIAU,235.2,,
802Sj0000072SVdIAM,235.2,,
802Sj0000074j0vIAA,112.7,,
802Sj0000074hAYIAY,102.89999999999999,,
802Sj000007FiMTIA0,419.44,,
802Sj000007G5HRIA0,193.99099999999999,,
802Sj000007WKPPIA4,0.0,,
802Sj000007baIDIAY,274.73319999999995,,
802Sj000007lRIUIA2,330.309,,
802Sj000007labtIAA,513.814,,141.56099999999998
802Sj0000089hdpIAA,387.98199999999997,,
802Sj000008HagoIAC,781.207,,204.477
802Sj000008JEPFIA4,298.851,,
802Sj000008JEPGIA4,93.1,,
802Sj000008JcJYIA0,3418.4359999999997,,
802Sj000008PkeDIAS,125.83200000000001,,
802Sj000008PkeEIAS,160.4358,,
802Sj000008PkeFIAS,251.66400000000002,,
802Sj000008aRrZIAU,707.805,,168.8246
802Sj000008mHI6IAM,616.5767999999999,,
802Sj000008o3FtIAI,235.2,,
802Sj000008o3FuIAI,107.8,,
802Sj000008oEKvIAM,107.8,,
802Sj000008nykrIAA,107.8,,
802Sj000008nyksIAA,235.2,,
802Sj000008oDK3IAM,107.8,,
802Sj000008oDK4IAM,235.2,,
802Sj000008o7EfIAI,107.8,,
802Sj000008o7EgIAI,235.2,,
802Sj000008oEJKIA2,235.2,,
802Sj0000095gXoIAI,540.029,,173.019
802Sj00000A4DIfIAN,176.4,,
802Sj00000AvUNfIAN,10.78,,205.33939999999998
802Sj00000AvUNgIAN,12.74,,
802Sj00000AvUNhIAN,5.88,,
802Sj00000BXxsbIAD,326.34,,
802Sj00000BwTZZIA3,131.32,,
802Sj00000DsOp3IAF,669.34,,155.82
802Sj00000DsOp4IAF,377.3,,
802Sj00000DtinKIAR,669.34,,155.82
802Sj00000EuxjhIAB,193.06,,
802Sj000008oEKwIAM,235.2,,
802Sj000008oGGHIA2,102.89999999999999,,
802Sj000008oGGIIA2,235.2,,
802Sj000008oGGJIA2,102.89999999999999,,
802Sj000008oH7VIAU,107.8,,
802Sj000008oH7WIAU,235.2,,
802Sj000008wA5fIAE,89.131,,
802Sj000008vyu9IAA,89.131,,
802Sj000008w5E4IAI,89.131,,
802Sj000008w5p9IAA,89.131,,
802Sj000008wHALIA2,89.131,,
802Sj000008wHK1IAM,89.131,,
802Sj0000097dakIAA,7.8645000000000005,,
802Sj0000097dalIAA,13.6318,,
802Sj000009DvZZIA0,10.485999999999999,,
802Sj000009DvZaIAK,14.6804,,
802Sj000009FVccIAG,508.571,,173.019
802Sj000009HheTIAS,314.58,,
802Sj000009VIrVIAW,210.7,,
802Sj00000A8KGlIAN,392.0,,
802Sj00000A9coKIAR,0.0,179.34,
802Sj00000ACfG9IAL,627.2,,156.8
802Sj00000ASKJ2IAP,317.9022,,
802Sj00000AiYcvIAF,628.18,,155.5554
802Sj00000AixmeIAB,0.0,147.0,
802Sj00000AixmfIAB,209.72,,
802Sj00000ArK4VIAV,284.2,,
802Sj00000B21eQIAR,374.36,,
802Sj00000B21eRIAR,0.8133999999999999,,
802Sj00000B2D9KIAV,112.7,,
802Sj00000BCcuQIAT,15.738799999999998,,232.75
802Sj00000BCcuRIAT,10.29,,196.0
802Sj00000BCcPrIAL,643.86,,159.4264
802Sj00000BLVqVIAX,392.0,,
802Sj00000BSdHpIAL,193.06,,
802Sj00000BSdHqIAL,55.86,,
802Sj00000BSdHrIAL,153.85999999999999,,
802Sj00000BWdnyIAD,526.26,,
802Sj00000BWdnzIAD,90.16,,
802Sj00000BYFceIAH,579.18,,
802Sj00000BYFcfIAH,83.3,,
802Sj00000BYFcgIAH,153.85999999999999,,
802Sj00000BYh2bIAD,279.3,,
802Sj00000BdEsqIAF,459.62,,
802Sj00000BdEsrIAF,459.62,,
802Sj00000BdEssIAF,459.62,,
802Sj00000BdEstIAF,459.62,,
802Sj00000BjjCMIAZ,459.62,,
802Sj00000BkndhIAB,1195.6,,
802Sj00000BkndiIAB,1195.6,,
802Sj00000ByDP9IAN,153.85999999999999,,
802Sj00000ByDPAIA3,331.24,,55.203399999999995
802Sj00000C2vUjIAJ,313.6,,
802Sj00000C2vUkIAJ,251.85999999999999,,
802Sj00000C6o1eIAB,2450.0,,
802Sj00000C6o1fIAB,245.0,,
802Sj00000CLvqpIAD,484.12,,159.32840000000002
802Sj00000CLvqqIAD,392.0,,
802Sj00000CPAoTIAX,484.12,,159.32840000000002
802Sj00000CPAoUIAX,392.0,,
802Sj00000CSrqUIAT,290.08,,
802Sj00000CUXULIA5,10.78,,205.33939999999998
802Sj00000CUXUMIA5,12.74,,
802Sj00000CUXUNIA5,5.88,,
802Sj00000CoEYkIAN,496.86,,155.6534
802Sj00000CoEYlIAN,364.56,,89.64059999999999
802Sj00000CpO4bIAF,921.1999999999999,,
802Sj00000CuFTjIAN,418.46,,
802Sj00000D8QgzIAF,112.7,,
802Sj00000D8Qh0IAF,235.2,,
802Sj00000DCWELIA5,112.7,,
802Sj00000DCWEMIA5,235.2,,
802Sj00000DCjjSIAT,1912.96,,
802Sj00000DCjjTIAT,90.16,,
802Sj00000DCmcTIAT,196.0,,179.34
802Sj00000DCmcUIAT,392.0,,
802Sj00000DDZLSIA5,3136.0,,
802Sj00000DDgrZIAT,343.0,,
802Sj00000DGJopIAH,479.21999999999997,,
802Sj00000DVt3xIAD,1097.6,,117.6
802Sj00000DVt3yIAD,3136.0,,
802Sj00000DX8YnIAL,282.24,,
802Sj00000DdwhPIAR,196.0,,
802Sj00000DirduIAB,418.29339999999996,,
802Sj00000DiwKGIAZ,418.46,,
802Sj00000DizJgIAJ,418.29339999999996,,
802Sj00000DnT6FIAV,669.34,,155.3888
802Sj00000DoGWmIAN,418.29339999999996,,
802Sj00000E1OEmIAN,74.48,,
802Sj00000E1OEnIAN,195.02,,
802Sj00000E8QlFIAV,429.24,,141.0318
802Sj00000Eb1ujIAB,230.29999999999998,,
802Sj00000Ej3rKIAR,9.8,,159.446
802Sj00000FN2RyIAL,372.4,,
802Sj00000FN2RzIAL,801.64,382.9056,52.92
802Sj00000FN2S0IAL,58.8,,
802Sj00000FaRp9IAF,417.48,,
802Sj00000FjjjVIAR,112.7,,
802Sj00000Fr9ULIAZ,298.9,,
802Sj00000FrAv3IAF,484.12,165.4632,159.32840000000002
